rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
28,ABBV,42.14588831607298,100.0,28.782782408425707,2.9184687570645904,Healthcare,0.283,16.1,77.1,1.8,+21.2% 1mo; -1.9% analyst upside; EPS -46%; Rev +12%
29,MSFT,41.98598876582522,57.915557126864705,75.39620277506216,25.04113464366303,Technology,1.13,20.2,50.1,1.55,-11.5% 1mo; +43.7% analyst upside; EPS +23%; Rev +18%
30,WFC,41.471582237274646,74.4523035711642,32.71995546691674,20.05740146615203,Financial Services,0.917,10.8,60.3,1.01,+7.6% 1mo; +12.9% analyst upside; EPS +15%; Rev +6%
31,ABT,41.42487547626024,80.42116516578798,47.261933818989036,9.66286499772862,Healthcare,0.607,15.7,63.6,1.18,+9.7% 1mo; +22.3% analyst upside; EPS -20%; Rev +8%
32,WMT,41.38459642628229,61.17519582857129,54.55665999042792,20.588178486667353,Consumer Defensive,0.603,34.0,29.1,1.23,-1.1% 1mo; +23.9% analyst upside; EPS +19%; Rev +7%
33,MCD,40.94763921248274,72.9530704782228,31.3179539110184,17.79728132469965,Consumer Cyclical,0.418,19.7,46.4,1.3,+1.5% 1mo; +17.5% analyst upside; EPS +7%; Rev +9%
34,CAT,40.870321412295056,63.14637503824317,16.84808134948247,27.75457572894215,Industrials,1.565,31.9,57.1,1.68,+5.9% 1mo; -0.6% analyst upside; EPS +30%; Rev +22%
35,INTU,40.612936756597065,52.53581743060581,94.08162572121512,20.103244525922573,Technology,0.996,10.1,49.0,1.23,-14.5% 1mo; +76.7% analyst upside; EPS +11%; Rev +10%
36,PEP,40.50335370194524,71.1774065899635,18.395173423783312,24.042796035571744,Consumer Defensive,0.368,15.9,50.8,1.4,+2.6% 1mo; +14.8% analyst upside; EPS +28%; Rev +8%
37,PG,39.58560224041885,76.82937309413066,25.147453512111863,16.87036624971977,Consumer Defensive,0.38,21.4,56.3,1.22,+7.5% 1mo; +7.9% analyst upside; EPS +6%; Rev +7%
38,AMGN,39.37101656932811,89.1152212850072,6.35413170105015,16.332560177030118,Healthcare,0.403,15.9,67.7,1.11,+14.0% 1mo; -5.2% analyst upside; EPS +4%; Rev +6%
39,PM,38.64374394084971,74.44311716493864,33.74029702630077,12.861900736440893,Consumer Defensive,0.405,20.0,53.7,1.2,+5.8% 1mo; +6.9% analyst upside; EPS -9%; Rev +9%
40,JNJ,38.15273618446892,95.5745528424651,21.95921243471002,0.0,Healthcare,0.235,20.7,71.0,1.28,+18.0% 1mo; -2.1% analyst upside; EPS -53%; Rev +10%
41,UNH,37.53917024463736,83.10964008092164,30.308901802562467,13.979040448345788,Healthcare,0.633,20.3,64.0,0.92,+13.2% 1mo; -3.2% analyst upside; EPS +1%; Rev +2%
42,CSCO,37.1396508254175,41.79228521660693,34.27466071665625,27.355014385323763,Technology,1.007,23.6,32.0,1.24,-12.0% 1mo; +12.9% analyst upside; EPS +37%; Rev +12%
43,GS,34.388881182215776,55.18261624189136,0.0,24.57353408544012,Financial Services,1.292,15.4,46.0,1.13,-4.1% 1mo; -4.2% analyst upside; EPS +24%; Rev +14%
44,TSLA,33.78651951956979,54.267424955762046,21.031386982162083,19.06463335716749,Consumer Cyclical,1.802,154.5,48.1,0.9,-7.1% 1mo; +7.6% analyst upside; EPS +8%; Rev +16%
45,TXN,33.42295855485445,51.62725809644344,15.251293883794895,27.165779524792594,Technology,1.31,30.6,48.6,1.47,-4.9% 1mo; +1.7% analyst upside; EPS +31%; Rev +19%
46,ACN,31.51254922620263,38.81389096423279,41.34433423611104,18.480601688996096,Technology,1.122,9.4,30.4,2.53,-26.2% 1mo; +30.5% analyst upside; EPS +9%; Rev +6%
47,UPS,30.846970735209503,67.48244726264471,16.554457209430794,5.124632349947498,Industrials,1.03,13.8,55.1,0.95,+1.6% 1mo; +2.7% analyst upside; EPS -27%; Rev -2%
48,ORCL,30.317281212324573,0.0,100.0,25.72265945028113,Technology,1.712,12.8,14.9,1.23,-42.6% 1mo; +79.5% analyst upside; EPS +22%; Rev +21%
49,CVX,28.481821158779148,50.57020759254964,54.100622328875346,1.0157130852378773,Energy,0.488,13.4,24.6,1.14,-9.8% 1mo; +27.9% analyst upside; EPS -44%; Rev +2%
50,XOM,26.120438981768334,52.821366797976545,32.421029935398934,1.4985216306434976,Energy,0.162,12.7,26.6,1.1,-8.3% 1mo; +23.6% analyst upside; EPS -43%; Rev +3%
