rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
27,AAPL,37.67928538814769,55.63237104291805,31.840779490533734,23.72666379481563,Technology,1.086,30.8,36.8,1.11,-0.6% 1mo; +5.7% analyst upside; EPS +22%; Rev +17%
28,LIN,37.20811426817923,58.68027846177832,41.46144681449665,19.116370322168518,Basic Materials,0.732,26.2,61.4,1.15,+1.3% 1mo; +5.7% analyst upside; EPS +13%; Rev +8%
29,MRK,36.726293549961206,58.77388154071531,38.44415948147202,15.072525591124963,Healthcare,0.218,12.1,41.5,1.26,+3.3% 1mo; +12.4% analyst upside; Rev +5%
30,TXN,35.84841876720795,61.97195451756558,17.119211015673873,27.074399701335807,Technology,1.309,32.0,44.1,1.06,+0.4% 1mo; -2.8% analyst upside; EPS +31%; Rev +19%
31,KO,35.57298900052595,50.96703587661936,40.078928221701005,21.67742529350103,Consumer Defensive,0.354,22.9,50.1,1.18,-0.9% 1mo; +7.6% analyst upside; EPS +18%; Rev +12%
32,MCD,35.45878799414421,57.155404792952304,36.86723769967167,17.706187408855396,Consumer Cyclical,0.414,20.0,61.5,1.1,+1.2% 1mo; +16.7% analyst upside; EPS +7%; Rev +9%
33,PG,35.21983832465137,64.44366401257254,30.74656796410786,16.796890417034426,Consumer Defensive,0.385,21.2,59.2,0.92,+5.7% 1mo; +8.6% analyst upside; EPS +6%; Rev +7%
34,COST,35.07667312026972,37.95678899029487,35.165876845737806,31.943346013678298,Consumer Defensive,0.868,42.7,39.8,0.99,-10.3% 1mo; +12.1% analyst upside; EPS +46%; Rev +22%
35,ISRG,34.69027301919025,39.129274397051624,60.279940785036686,24.447268403528287,Healthcare,1.453,34.1,38.4,0.99,-8.6% 1mo; +40.5% analyst upside; EPS +19%; Rev +23%
36,MSFT,34.66928025436896,34.43382588726783,80.16765865140907,25.000624581951975,Technology,1.103,19.6,32.2,0.98,-10.3% 1mo; +48.2% analyst upside; EPS +23%; Rev +18%
37,ABT,33.65155442366592,54.84072295067376,57.346446263644864,9.661394886907484,Healthcare,0.62,14.6,56.2,1.07,+0.7% 1mo; +31.7% analyst upside; EPS -20%; Rev +8%
38,TSLA,33.545491580420226,53.23350934356329,25.330577287202704,18.98338941227807,Consumer Cyclical,1.798,158.6,35.4,0.86,-3.3% 1mo; +6.1% analyst upside; EPS +8%; Rev +16%
39,PEP,32.995892662836766,46.531670299635245,27.225891871801394,23.998740882040803,Consumer Defensive,0.359,15.5,42.1,1.36,-4.0% 1mo; +19.0% analyst upside; EPS +28%; Rev +8%
40,WMT,32.20447743930924,35.980184933745846,53.54864593369679,20.483763315101246,Consumer Defensive,0.599,35.9,48.0,1.14,-11.4% 1mo; +17.1% analyst upside; EPS +19%; Rev +7%
41,UPS,31.22336371373103,69.59844893329719,26.415167107774966,5.09349487411444,Industrials,1.037,13.1,46.8,0.87,+10.0% 1mo; +8.1% analyst upside; EPS -27%; Rev -2%
42,AMGN,31.16386150421459,63.670146432750144,18.674933035643534,16.362005171387654,Healthcare,0.416,14.6,53.5,1.27,+5.3% 1mo; +3.3% analyst upside; EPS +4%; Rev +6%
43,ABBV,31.033184255458515,62.37784805532291,44.90354670329825,3.021040122415415,Healthcare,0.309,13.6,53.4,0.82,+5.6% 1mo; +14.6% analyst upside; EPS -46%; Rev +12%
44,UNH,29.82184943510044,57.50417460537787,38.9444060217761,13.95030354360414,Healthcare,0.65,19.1,64.1,0.97,+2.7% 1mo; +2.0% analyst upside; EPS +1%; Rev +2%
45,ACN,29.774334828885568,27.27826809175568,60.17791378157406,17.39278112797538,Technology,1.069,10.5,33.4,0.87,-12.1% 1mo; +46.7% analyst upside; EPS +4%; Rev +8%
46,PM,29.082420532754664,43.50534835431946,39.092246345251105,12.7885648415349,Consumer Defensive,0.408,19.7,51.2,0.96,-6.3% 1mo; +8.0% analyst upside; EPS -9%; Rev +9%
47,JNJ,27.04368249806846,58.304540269810666,33.584483223469746,0.0,Healthcare,0.256,18.4,55.0,1.02,+2.9% 1mo; +8.0% analyst upside; EPS -53%; Rev +10%
48,INTU,24.85429319904975,0.0,100.0,20.07108588129986,Technology,0.964,9.8,35.6,1.24,-33.3% 1mo; +82.6% analyst upside; EPS +11%; Rev +10%
49,CVX,22.657801369030892,36.77188414343781,48.72134555831597,0.8326100029675509,Energy,0.472,14.1,41.7,0.76,-8.6% 1mo; +21.7% analyst upside; EPS -44%; Rev +2%
50,XOM,19.131326396550044,31.631643179590817,35.91850924830139,1.3332648956115931,Energy,0.149,13.2,39.8,0.89,-12.3% 1mo; +20.7% analyst upside; EPS -43%; Rev +3%
