rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
18,BAC,33.16873937704357,25.12067073420497,64.58728693426477,27.72435652159565,Financial Services,1.237,10.5,51.4,0.78,+12.0% 1mo; +19.0% analyst upside; EPS +23%; Rev +12%
19,SPGI,31.33398518797212,13.890816563856811,76.39183369513077,29.52322887740798,Financial Services,1.204,19.6,56.4,0.63,+3.7% 1mo; +23.6% analyst upside; EPS +32%; Rev +10%
20,DHR,30.00783904544432,7.213732533955682,92.5345054373024,19.659553727998766,Healthcare,0.986,19.7,33.3,1.38,-2.8% 1mo; +39.9% analyst upside; EPS +10%; Rev +4%
21,AMGN,29.630686235858516,7.014184693274037,6.402791909804339,56.84239538441373,Healthcare,0.465,14.5,28.8,0.87,-3.1% 1mo; +4.4% analyst upside; EPS +112%; Rev +9%
22,WFC,29.625166521451764,19.621754320229446,44.894742647865776,23.082573219593833,Financial Services,1.056,10.3,34.5,1.01,+6.1% 1mo; +18.6% analyst upside; EPS +15%; Rev +6%
23,CRM,29.33985838291345,7.178675073753999,90.5705394551775,25.672789195611077,Technology,1.288,12.1,58.9,0.92,-1.8% 1mo; +48.6% analyst upside; EPS +18%; Rev +12%
24,KO,28.376707889612284,19.898472590371917,44.286923176320904,24.949178471086682,Consumer Defensive,0.361,22.7,53.1,0.86,+3.4% 1mo; +8.0% analyst upside; EPS +18%; Rev +12%
25,ISRG,28.147351670758802,7.163932351313318,58.068993904776136,28.05807777323428,Healthcare,1.679,38.5,49.6,1.35,+0.2% 1mo; +27.1% analyst upside; EPS +19%; Rev +23%
26,RTX,26.286496073844216,0.09749123450793998,53.678147679040435,28.849541456530204,Industrials,0.428,22.9,11.0,1.09,-7.7% 1mo; +25.1% analyst upside; EPS +32%; Rev +9%
27,CSCO,26.124710174053025,31.823843155641647,23.102481106064324,28.84747695712716,Technology,0.819,19.9,70.6,0.74,+16.9% 1mo; -0.5% analyst upside; EPS +31%; Rev +10%
28,TMO,25.435878286641447,2.5513214894742022,84.89010895782742,21.099388054135932,Healthcare,0.972,17.1,37.5,1.05,-2.9% 1mo; +33.1% analyst upside; EPS +11%; Rev +6%
29,JPM,25.035960984658935,21.482342252258025,25.143006784042715,25.47477413667843,Financial Services,1.043,13.2,48.6,0.78,+9.5% 1mo; +10.1% analyst upside; EPS +17%; Rev +13%
30,COST,24.877546800286375,12.258709590534364,29.146963028593966,36.745707777243624,Consumer Defensive,0.978,44.4,37.2,0.85,+0.2% 1mo; +7.4% analyst upside; EPS +46%; Rev +22%
31,PG,24.840186167613208,15.670805456361625,32.79503443962233,19.34707323473607,Consumer Defensive,0.403,20.6,51.9,0.9,+2.0% 1mo; +12.3% analyst upside; EPS +6%; Rev +7%
32,AAPL,24.735668781754594,21.78230477458255,36.48997524948774,25.868312025855605,Technology,1.109,28.8,60.6,0.95,+9.5% 1mo; +10.3% analyst upside; EPS +18%; Rev +16%
33,TSLA,23.79453432379223,14.680026518560307,23.87920763850981,21.845847720555422,Consumer Cyclical,1.915,147.0,63.5,1.03,+4.9% 1mo; +11.1% analyst upside; EPS +8%; Rev +16%
34,CAT,23.73540695896907,35.45009578856559,8.707808396766218,16.309194226814324,Industrials,1.519,29.0,60.0,0.79,+21.6% 1mo; -4.7% analyst upside; EPS -11%; Rev +18%
35,BRK-B,22.668116820560428,13.471237773397721,43.67737602025676,13.975340935328973,Financial Services,0.699,21.9,37.9,1.03,+0.2% 1mo; +10.2% analyst upside; EPS -2%; Rev -1%
36,GS,22.42067640799872,22.381183181589627,0.0,28.385776460114503,Financial Services,1.311,13.9,50.6,0.75,+12.1% 1mo; +3.3% analyst upside; EPS +24%; Rev +14%
37,ACN,22.41481735329908,0.6494590790598975,69.55902678287414,19.734207672564256,Technology,1.236,12.1,44.4,0.69,-8.0% 1mo; +39.0% analyst upside; EPS +4%; Rev +8%
38,PEP,21.574783298008605,11.445860632408774,12.194384351531241,27.496432867171034,Consumer Defensive,0.41,17.0,43.7,0.86,-1.0% 1mo; +10.8% analyst upside; EPS +28%; Rev +8%
39,PM,21.533361765949344,9.411486115433233,48.44059286934429,14.81122833319056,Consumer Defensive,0.451,17.8,51.5,0.98,-1.3% 1mo; +18.4% analyst upside; EPS -9%; Rev +9%
40,LIN,20.82850097555029,14.206547727482526,38.57527368770441,13.40392236095166,Basic Materials,0.79,25.9,51.2,0.72,+1.1% 1mo; +4.1% analyst upside; EPS -9%; Rev +6%
41,ABT,19.665784202007206,0.0,67.24879892167873,11.051296748077437,Healthcare,0.782,15.1,27.8,1.27,-9.8% 1mo; +29.9% analyst upside; EPS -20%; Rev +8%
42,WMT,17.992193331030585,15.295638489135019,51.78785722214725,9.74913759480855,Consumer Defensive,0.661,39.0,46.8,0.83,+3.7% 1mo; +6.7% analyst upside; EPS -19%; Rev +6%
43,MCD,17.64468225306055,3.083420166679276,36.35767774869858,20.89018670661029,Consumer Cyclical,0.532,20.2,28.4,0.99,-6.0% 1mo; +18.9% analyst upside; EPS +8%; Rev +10%
44,HD,16.8890145366532,7.863117114757941,52.02651591942966,9.10337112022269,Consumer Cyclical,1.085,19.8,35.2,0.87,-0.2% 1mo; +26.5% analyst upside; EPS -14%; Rev -4%
45,UPS,16.074810820147587,27.521348708780707,14.673030175024707,5.793524281728671,Industrials,1.098,13.5,63.4,0.9,+12.3% 1mo; +6.1% analyst upside; EPS -27%; Rev -2%
46,MRK,15.936941442499837,4.770415925346826,44.14075145071262,10.799962495011627,Healthcare,0.275,11.4,26.5,0.89,-6.1% 1mo; +16.9% analyst upside; EPS -19%; Rev +5%
47,ABBV,15.574660742042857,10.765807832186637,55.5913363335268,3.7063998380854906,Healthcare,1.0,12.6,39.5,1.03,-3.5% 1mo; +22.3% analyst upside; EPS -46%; Rev +12%
48,CVX,15.069158031843589,5.530858958081711,41.54608103271234,4.688202140294239,Energy,0.587,16.4,52.7,0.79,-8.8% 1mo; +10.4% analyst upside; EPS -24%; Rev -8%
49,JNJ,14.863858198154704,5.60339058076232,29.45818099318792,0.0,Healthcare,0.329,17.9,28.3,0.99,-6.2% 1mo; +11.0% analyst upside; EPS -53%; Rev +10%
50,XOM,13.233655460937076,4.9016817614236405,15.546320391968111,11.291490866071753,Energy,0.288,15.2,49.3,0.73,-9.8% 1mo; +7.4% analyst upside; EPS -11%; Rev -1%
