rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
18,MA,33.22472180024333,12.0694466658058,79.02573130919455,28.721881054825126,Financial Services,0.831,22.2,52.4,0.99,+0.8% 1mo; +29.8% analyst upside; EPS +24%; Rev +18%
19,AMGN,31.49876188073783,11.850179081438206,5.559542033313916,56.83079011807124,Healthcare,0.465,14.8,44.7,0.93,-1.6% 1mo; +1.9% analyst upside; EPS +112%; Rev +9%
20,SPGI,30.852428699205376,13.028876453799887,75.36491642150547,29.548813169824584,Financial Services,1.204,19.4,62.7,0.63,+1.4% 1mo; +24.2% analyst upside; EPS +32%; Rev +10%
21,DHR,30.634546476509552,7.361582368528177,89.89680618899322,19.675461373335125,Healthcare,0.986,19.7,36.4,1.4,-5.6% 1mo; +39.8% analyst upside; EPS +10%; Rev +4%
22,TMO,29.571105803683466,12.999044974229834,78.77502952009186,21.082962886003102,Healthcare,0.972,17.5,44.1,1.07,-2.6% 1mo; +29.6% analyst upside; EPS +11%; Rev +6%
23,WFC,29.491042121144684,17.880297318286317,43.688013775844105,23.079756473654058,Financial Services,1.056,10.4,39.2,0.95,+3.3% 1mo; +17.5% analyst upside; EPS +15%; Rev +6%
24,CRM,29.4006618835166,7.709516010560289,92.65338601302616,25.737986499894628,Technology,1.288,11.8,60.1,0.93,-5.2% 1mo; +52.6% analyst upside; EPS +18%; Rev +12%
25,KO,28.6938377208642,18.419459568071122,44.46224294149646,24.96833093929957,Consumer Defensive,0.361,22.7,56.0,0.87,+3.6% 1mo; +8.1% analyst upside; EPS +18%; Rev +12%
26,ISRG,28.174350804690043,9.791177063745524,56.16367485174673,28.071858948706602,Healthcare,1.679,38.8,52.7,1.33,-0.7% 1mo; +26.1% analyst upside; EPS +19%; Rev +23%
27,CSCO,27.791339968268577,34.57026332723445,21.82522536893519,28.843112793418303,Technology,0.819,20.3,78.1,0.77,+18.6% 1mo; -2.6% analyst upside; EPS +31%; Rev +10%
28,RTX,27.284988772220387,3.7239026186789594,50.54714681298502,28.850550247294997,Industrials,0.428,23.3,18.6,1.11,-8.7% 1mo; +22.8% analyst upside; EPS +32%; Rev +9%
29,CAT,26.76676524326091,47.10804621491446,0.8240136318967445,16.258356668118452,Industrials,1.519,31.8,75.3,0.87,+25.9% 1mo; -13.2% analyst upside; EPS -11%; Rev +18%
30,JPM,25.180660722487353,20.83149482479064,24.553708071377454,25.471855647098803,Financial Services,1.043,13.3,54.1,0.76,+7.0% 1mo; +8.7% analyst upside; EPS +17%; Rev +13%
31,COST,25.170911892979497,15.38224673033261,28.03206861460551,36.75816646656217,Consumer Defensive,0.978,45.1,57.1,0.87,+1.8% 1mo; +5.7% analyst upside; EPS +46%; Rev +22%
32,AAPL,24.699835230246524,19.614005989037075,37.13254299311509,25.88549282903064,Technology,1.109,28.9,61.6,1.04,+6.9% 1mo; +10.0% analyst upside; EPS +18%; Rev +16%
33,PG,24.466565623453253,16.737115448021342,32.85054587612339,19.35935345841008,Consumer Defensive,0.403,20.7,56.5,0.93,+2.6% 1mo; +11.8% analyst upside; EPS +6%; Rev +7%
34,TSLA,24.28434877798631,17.828479642516932,22.02538621784484,21.859692132500026,Consumer Cyclical,1.915,150.5,65.3,1.01,+2.7% 1mo; +8.5% analyst upside; EPS +8%; Rev +16%
35,ACN,23.88671034608471,3.4573698416054683,69.61808514390772,19.766138580923037,Technology,1.236,12.0,49.1,0.71,-9.1% 1mo; +40.2% analyst upside; EPS +4%; Rev +8%
36,PEP,23.128645047827206,16.90145734243923,11.32717663935595,27.48906104028384,Consumer Defensive,0.41,17.3,53.5,0.84,+2.1% 1mo; +8.5% analyst upside; EPS +28%; Rev +8%
37,GS,23.046950471931208,22.525842094281952,0.0,28.373621816576733,Financial Services,1.311,14.1,54.4,0.74,+9.2% 1mo; +1.2% analyst upside; EPS +24%; Rev +14%
38,BRK-B,21.6626801117435,11.947536341213503,44.18366405489264,13.994806473632607,Financial Services,0.699,21.8,41.5,1.02,-1.2% 1mo; +10.6% analyst upside; EPS -2%; Rev -1%
39,PM,21.18540466884568,11.831310649449408,46.306627497670014,14.809835573443724,Consumer Defensive,0.451,18.1,54.7,0.99,-0.2% 1mo; +16.7% analyst upside; EPS -9%; Rev +9%
40,LIN,19.662113289869957,12.874100926708977,39.71870859828602,13.425512714265833,Basic Materials,0.79,25.7,48.3,0.74,+1.1% 1mo; +4.9% analyst upside; EPS -9%; Rev +6%
41,ABT,19.084864119931005,0.377473483469147,66.9365089847518,11.075022545964709,Healthcare,0.782,15.0,30.1,1.15,-11.0% 1mo; +30.7% analyst upside; EPS -20%; Rev +8%
42,WMT,18.614312234880813,20.320699609144793,47.80187403786289,9.747657687079922,Consumer Defensive,0.661,40.2,63.6,0.84,+6.2% 1mo; +3.5% analyst upside; EPS -19%; Rev +6%
43,MCD,18.206512658019903,5.976114636066815,35.15910383546202,20.89447745890552,Consumer Cyclical,0.532,20.4,36.5,1.04,-5.5% 1mo; +17.5% analyst upside; EPS +8%; Rev +10%
44,HD,17.856280025257394,11.58337952736552,49.011694887265264,9.098355451476811,Consumer Cyclical,1.085,20.2,42.9,0.88,-0.0% 1mo; +24.2% analyst upside; EPS -14%; Rev -4%
45,JNJ,15.25074865112116,7.076744893178338,28.861738561714244,0.0,Healthcare,0.329,18.1,36.5,0.98,-6.0% 1mo; +9.8% analyst upside; EPS -53%; Rev +10%
46,CVX,15.228042414160944,8.314478270070575,40.98533948407781,4.694780867113429,Energy,0.587,16.5,57.0,0.83,-6.6% 1mo; +9.8% analyst upside; EPS -24%; Rev -8%
47,MRK,15.151960472781798,0.0,46.30551455384554,10.846552558698663,Healthcare,0.275,11.2,25.9,0.92,-9.2% 1mo; +18.8% analyst upside; EPS -19%; Rev +5%
48,ABBV,14.818139444750992,15.445577449904881,50.12562192496991,3.6613186770594783,Healthcare,1.0,13.1,57.2,1.07,-2.0% 1mo; +18.0% analyst upside; EPS -46%; Rev +12%
49,UPS,14.75584946462634,25.062226554213485,13.79052649962327,5.776856303585951,Industrials,1.098,13.7,67.1,0.91,+10.6% 1mo; +4.0% analyst upside; EPS -27%; Rev -2%
50,XOM,12.754631757008735,5.180105087089852,17.313494638044332,11.309864920446381,Energy,0.288,15.2,53.6,0.77,-9.0% 1mo; +7.7% analyst upside; EPS -11%; Rev -1%
