rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
21,NFLX,42.72195726118608,19.17820050634437,59.48823894002384,56.27843571268921,Communication Services,1.669,24.7,53.2,1.01,+3.4% 1mo; +20.7% analyst upside; EPS +86%; Rev +16%
22,CRM,42.69524855239089,26.43162702462351,88.42191274501661,35.480512473259814,Technology,1.288,12.5,51.7,1.06,-4.2% 1mo; +44.3% analyst upside; EPS +18%; Rev +12%
23,TMO,42.22920265616694,48.83143327122167,76.58760245194529,31.09635515554085,Healthcare,0.972,19.4,71.7,0.77,+11.9% 1mo; +23.2% analyst upside; EPS +9%; Rev +7%
24,V,41.25852519565583,33.79579466064882,78.64106066472554,35.35305041230764,Financial Services,0.799,21.6,67.8,0.77,+4.7% 1mo; +25.3% analyst upside; EPS +17%; Rev +15%
25,JPM,39.97368130645288,46.8230067065847,25.576326891768097,35.3161505315315,Financial Services,1.043,13.5,82.9,0.86,+10.6% 1mo; +6.8% analyst upside; EPS +17%; Rev +13%
26,UPS,36.95027315183932,50.66462911812143,16.924354644040562,27.390565207369416,Industrials,1.098,13.5,90.2,0.72,+10.9% 1mo; +5.2% analyst upside; EPS +5%; Rev -3%
27,CAT,36.12269736807438,56.091079535029806,13.157579448635556,27.42402800807577,Industrials,1.519,28.6,82.0,0.78,+16.2% 1mo; -4.9% analyst upside; EPS -11%; Rev +18%
28,NEE,36.084023562782065,22.744433973548183,33.62838893255929,39.54237383562892,Utilities,0.733,21.0,49.7,0.77,-0.4% 1mo; +3.9% analyst upside; EPS +26%; Rev +21%
29,DHR,36.025677469767544,29.740666377693074,84.9187730525457,31.278236939669206,Healthcare,0.986,21.5,65.8,0.86,+3.1% 1mo; +31.0% analyst upside; EPS +12%; Rev +5%
30,PEP,35.04760243443069,29.631348343705522,15.075338365591598,37.08899316115356,Consumer Defensive,0.41,17.2,50.4,0.85,+2.8% 1mo; +9.3% analyst upside; EPS +28%; Rev +8%
31,WMT,34.94005928055068,38.25574124255185,55.50273575449419,21.73788407353471,Consumer Defensive,0.661,39.0,59.7,0.78,+5.9% 1mo; +6.7% analyst upside; EPS -19%; Rev +6%
32,ISRG,34.73407646890459,19.31148871340305,61.553042971473005,35.80493638885009,Healthcare,1.679,40.7,57.2,1.05,-3.0% 1mo; +27.0% analyst upside; EPS +17%; Rev +19%
33,ABBV,34.24241896722932,20.852473847682425,58.511067727898606,29.56238200582621,Healthcare,0.364,12.6,39.6,0.9,-0.4% 1mo; +22.2% analyst upside; Rev +10%
34,ACN,33.35506949467339,18.39566656702137,60.552284655642595,30.264097008181757,Technology,1.236,13.1,49.2,0.75,-3.4% 1mo; +28.4% analyst upside; EPS +4%; Rev +8%
35,HD,32.98865811830089,40.61516780806571,43.8629957855823,21.102800118527263,Consumer Cyclical,1.085,21.5,68.4,0.91,+6.9% 1mo; +16.3% analyst upside; EPS -14%; Rev -4%
36,MCD,32.97132529853806,22.11447740170427,32.362808059610856,31.329775793006796,Consumer Cyclical,0.532,21.4,47.9,0.87,-0.9% 1mo; +12.0% analyst upside; EPS +8%; Rev +10%
37,WFC,32.590265063284,32.10317134576447,47.32099311038047,33.269813459792225,Financial Services,1.056,10.4,63.4,1.04,+7.3% 1mo; +17.3% analyst upside; EPS +15%; Rev +6%
38,KO,31.440036643747185,22.079639010929203,51.57665386720895,28.029071722756587,Consumer Defensive,0.361,21.9,45.5,0.74,-0.1% 1mo; +10.8% analyst upside; EPS +4%; Rev +2%
39,PG,29.76761988874895,22.9006733670491,38.55899059644802,25.186920047489064,Consumer Defensive,0.403,19.9,49.4,0.76,-0.2% 1mo; +13.6% analyst upside; EPS -5%; Rev +2%
40,LIN,28.985094685732697,25.635164034996592,43.23152089474055,24.91053117080193,Basic Materials,0.79,25.5,49.1,0.74,+1.7% 1mo; +4.7% analyst upside; EPS -9%; Rev +6%
41,PM,28.69362413982585,13.427266934769284,58.23138022065908,28.330858921980408,Consumer Defensive,0.451,17.3,37.7,0.85,-3.6% 1mo; +22.2% analyst upside; Rev +7%
42,RTX,28.650290567636855,15.83935227429825,36.67725076143263,31.833007601036307,Industrials,0.428,26.0,64.9,0.65,-2.5% 1mo; +10.3% analyst upside; EPS +8%; Rev +12%
43,MRK,27.903452962611453,24.5633476198186,40.924646904237974,22.564755716171348,Healthcare,0.275,12.0,47.7,0.9,+2.5% 1mo; +10.9% analyst upside; EPS -19%; Rev +5%
44,TSLA,27.28761380204623,41.3130429412209,21.046480126665752,6.685560115868351,Consumer Cyclical,1.915,142.5,63.7,1.13,+3.2% 1mo; +5.6% analyst upside; EPS -61%; Rev -3%
45,BRK-B,26.53648633047962,17.89307510796783,28.71860274771348,25.40211034945256,Financial Services,0.699,21.7,46.0,0.96,-2.0% 1mo; +10.8% analyst upside; EPS -2%; Rev -1%
46,UNH,26.306886934297182,56.413954098545894,52.255250509392035,0.0,Healthcare,0.408,16.1,92.3,0.85,+15.3% 1mo; +11.8% analyst upside; EPS -100%; Rev +12%
47,ABT,24.28805260960757,0.0,67.69383653983526,22.803787315107122,Healthcare,0.782,15.8,35.2,1.1,-9.9% 1mo; +25.0% analyst upside; EPS -20%; Rev +8%
48,XOM,22.89161903897426,8.332610714926506,29.65683619014679,23.123052889800558,Energy,0.288,14.6,19.4,0.93,-6.6% 1mo; +11.6% analyst upside; EPS -11%; Rev -1%
49,CVX,20.439345972733406,1.4895615107574285,53.316940752189204,17.37820275928387,Energy,0.587,16.1,21.9,0.92,-9.0% 1mo; +16.4% analyst upside; EPS -24%; Rev -8%
50,JNJ,14.529101114273985,13.810558242191531,31.125266466243527,13.281920655646168,Healthcare,0.329,18.2,27.1,0.94,-2.9% 1mo; +8.8% analyst upside; EPS -53%; Rev +10%
