rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
16,LLY,42.66489374076845,23.995258258451706,61.67587590026742,52.77592456801212,Healthcare,0.504,22.0,54.5,0.88,-6.4% 1mo; +31.1% analyst upside; EPS +51%; Rev +43%
17,GS,41.63048841172253,66.20524107148724,0.0,35.91632046165644,Financial Services,1.311,13.9,69.1,0.9,+16.3% 1mo; +2.7% analyst upside; EPS +17%; Rev +15%
18,V,41.23405965431322,40.25116432272181,67.47991043738656,35.32050078336081,Financial Services,0.799,21.4,58.3,0.8,+1.4% 1mo; +26.8% analyst upside; EPS +17%; Rev +15%
19,SPGI,41.12886969489086,34.33624985177965,69.7339687418279,38.31544557651818,Financial Services,1.204,19.3,57.5,0.65,+0.7% 1mo; +26.6% analyst upside; EPS +32%; Rev +9%
20,ISRG,40.55679593352927,37.46037056330095,52.594057189994246,35.763960733106046,Healthcare,1.679,40.9,47.1,0.88,-1.0% 1mo; +28.3% analyst upside; EPS +17%; Rev +19%
21,INTU,40.185647937271085,0.0,100.0,45.81939903915145,Technology,1.213,13.9,27.7,0.92,-16.4% 1mo; +64.5% analyst upside; EPS +48%; Rev +17%
22,TXN,39.31730762094059,67.08832738309911,5.930941933488141,27.87081310768396,Technology,0.994,27.7,75.1,0.7,+14.7% 1mo; +1.9% analyst upside; EPS -3%; Rev +10%
23,AAPL,37.78360338860641,42.253099930207135,35.58888493576055,35.676587939486225,Technology,1.109,27.8,60.7,0.84,+3.5% 1mo; +14.5% analyst upside; EPS +18%; Rev +16%
24,PEP,37.59947790704855,32.51247232734954,6.557377678039755,48.15957533431806,Consumer Defensive,0.41,17.0,61.4,0.72,-2.6% 1mo; +9.2% analyst upside; EPS +68%; Rev +6%
25,CAT,37.54930684370113,66.30122576720424,5.43565490758313,27.387051019840907,Industrials,1.519,28.6,68.7,0.76,+14.4% 1mo; -6.1% analyst upside; EPS -11%; Rev +18%
26,WFC,37.23115671612366,47.24441902156194,45.242781843909654,32.46765123841488,Financial Services,1.056,10.3,55.1,0.82,+10.3% 1mo; +20.7% analyst upside; EPS +13%; Rev +5%
27,JNJ,37.178779120693186,35.36269350896528,15.450524558694628,43.31382851230081,Healthcare,0.329,19.0,59.7,0.83,-0.6% 1mo; +0.8% analyst upside; EPS +49%; Rev +9%
28,CSCO,37.05177668391326,46.71972823999187,30.091577116795786,38.31055182961609,Technology,0.819,18.3,57.1,0.75,+6.0% 1mo; +7.8% analyst upside; EPS +31%; Rev +10%
29,ACN,35.91079186243711,28.432790502993743,53.895530734773885,30.26052443958043,Technology,1.236,12.8,48.6,0.81,-2.4% 1mo; +32.4% analyst upside; EPS +4%; Rev +8%
30,CRM,35.74275724148376,12.08928516012164,90.02304247745988,35.57235509532502,Technology,1.288,11.5,38.9,1.0,-10.9% 1mo; +59.8% analyst upside; EPS +18%; Rev +12%
31,UPS,35.42774067774483,50.60304265259252,15.447456108981925,27.407645998961883,Industrials,1.098,13.0,65.9,0.74,+6.2% 1mo; +9.2% analyst upside; EPS +5%; Rev -3%
32,JPM,34.851870546571966,54.657186015617484,18.283997711992352,26.418345201013306,Financial Services,1.043,13.3,69.1,0.83,+10.3% 1mo; +7.5% analyst upside; EPS -4%; Rev +2%
33,ABBV,33.356506967998754,31.341810069770187,44.069674577214506,29.476603575418707,Healthcare,0.364,13.1,55.9,0.86,-4.3% 1mo; +18.4% analyst upside; Rev +10%
34,COST,33.07141885530422,26.072570274408125,28.810497934103925,45.07741631045365,Consumer Defensive,0.978,43.4,50.4,0.93,-3.3% 1mo; +9.6% analyst upside; EPS +46%; Rev +22%
35,HD,32.832105489339654,43.92057063721215,36.84000532622688,21.086103652910083,Consumer Cyclical,1.085,21.0,58.5,0.91,+1.1% 1mo; +19.1% analyst upside; EPS -14%; Rev -4%
36,RTX,32.36908366036358,36.47882188930572,24.932157342550678,31.769328662776626,Industrials,0.428,26.9,64.9,0.6,-0.8% 1mo; +6.7% analyst upside; EPS +8%; Rev +12%
37,NEE,32.24774779688376,29.65009025334504,26.39014933421184,39.50672913209136,Utilities,0.733,20.9,48.0,0.8,-1.6% 1mo; +4.2% analyst upside; EPS +26%; Rev +21%
38,KO,29.396004146811496,31.7808057058604,41.250461541073044,27.98588061770633,Consumer Defensive,0.361,22.0,56.2,0.75,-1.9% 1mo; +10.2% analyst upside; EPS +4%; Rev +2%
39,PM,29.294946787307047,22.88418924496182,50.95144955065759,28.282762709718785,Consumer Defensive,0.451,17.4,43.0,0.9,-7.9% 1mo; +22.4% analyst upside; Rev +7%
40,PG,28.98415674925002,31.02197637835122,31.029078866889055,25.151816073003037,Consumer Defensive,0.403,19.9,53.5,0.71,-4.2% 1mo; +14.3% analyst upside; EPS -5%; Rev +2%
41,MRK,28.80722974710281,42.442228378307604,29.259932514670517,22.492518847373645,Healthcare,0.275,12.3,60.5,0.76,+4.5% 1mo; +7.8% analyst upside; EPS -19%; Rev +5%
42,LIN,28.673371989618875,36.670437341413674,33.168662689189496,24.869336279423518,Basic Materials,0.79,25.6,63.4,0.76,+1.2% 1mo; +3.4% analyst upside; EPS -9%; Rev +6%
43,MCD,28.477559786700763,23.38236268750697,27.51537565639055,31.302987669364935,Consumer Cyclical,0.532,21.1,43.7,0.88,-7.1% 1mo; +13.7% analyst upside; EPS +8%; Rev +10%
44,WMT,27.516740294292664,35.74943293427134,48.0406709228715,21.711507434243423,Consumer Defensive,0.661,38.1,56.7,0.52,-1.0% 1mo; +9.1% analyst upside; EPS -19%; Rev +6%
45,BRK-B,27.02561554306954,30.705657845892866,20.381054774814373,25.354114344598806,Financial Services,0.699,22.0,47.8,0.8,-2.5% 1mo; +9.5% analyst upside; EPS -2%; Rev -1%
46,UNH,24.347069995484357,54.69086823726387,46.16416358469512,0.0,Healthcare,0.408,15.6,77.2,0.84,+11.4% 1mo; +14.9% analyst upside; EPS -100%; Rev +12%
47,TSLA,23.062516771704246,31.181707933562652,23.612156081159455,6.660720942085084,Consumer Cyclical,1.915,131.4,42.1,1.09,-6.9% 1mo; +14.0% analyst upside; EPS -61%; Rev -3%
48,XOM,19.51927215652049,18.687921578175555,19.868632644489544,23.052555650056796,Energy,0.288,15.0,29.4,1.09,-4.4% 1mo; +9.0% analyst upside; EPS -11%; Rev -1%
49,ABT,19.330973505547796,24.658205945915,59.50651637776687,3.5427325788949804,Healthcare,0.782,16.5,37.5,0.8,-6.5% 1mo; +30.1% analyst upside; EPS -81%; Rev +4%
50,CVX,19.212864093620396,19.26064835553403,32.73334490508422,17.281110589252368,Energy,0.587,17.0,28.8,1.06,-5.0% 1mo; +11.2% analyst upside; EPS -24%; Rev -8%
