rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
11,V,52.908079313785194,86.74416428790325,53.278251810438306,28.219567692143176,Financial Services,0.754,23.4,65.4,1.21,+8.9% 1mo; +15.2% analyst upside; EPS +36%; Rev +17%
12,BAC,52.56876314283746,94.683363053998,46.11020711871681,23.358220832370996,Financial Services,1.175,11.6,64.5,0.91,+10.5% 1mo; +10.2% analyst upside; EPS +24%; Rev +8%
13,RTX,52.02644147257407,90.95939050955272,33.47787771678494,25.05023257682049,Industrials,0.298,25.7,53.2,0.82,+9.3% 1mo; +10.2% analyst upside; EPS +32%; Rev +9%
14,MA,51.910673921200754,85.76080324972578,61.32816166213774,23.615607779993383,Financial Services,0.729,23.0,65.4,1.1,+7.7% 1mo; +23.1% analyst upside; EPS +21%; Rev +16%
15,TMO,51.908544122915366,99.77463765849001,41.037734412422374,18.296011373886024,Healthcare,0.868,19.3,77.6,0.97,+11.8% 1mo; +12.6% analyst upside; EPS +11%; Rev +6%
16,GOOGL,51.51878740863193,63.290728866652636,55.68120304730194,43.326442827900486,Communication Services,1.247,24.7,46.7,1.19,-1.2% 1mo; +20.5% analyst upside; EPS +82%; Rev +22%
17,NFLX,50.86840771000998,50.341850269273266,72.82673395014938,43.37030867737003,Communication Services,1.517,19.6,46.4,1.08,-8.7% 1mo; +50.7% analyst upside; EPS +86%; Rev +16%
18,DHR,49.30453455893321,87.39029459094225,55.850383482624956,17.103090565193533,Healthcare,0.823,21.2,69.9,0.87,+7.0% 1mo; +23.6% analyst upside; EPS +10%; Rev +4%
19,AAPL,48.58094288335817,89.3735668447872,21.429953744415762,23.75847456527562,Technology,1.097,32.9,63.7,1.47,+4.9% 1mo; -0.2% analyst upside; EPS +22%; Rev +17%
20,JPM,47.36135526905398,88.79996015667254,20.477418499085196,22.126313083711967,Financial Services,0.982,14.0,53.2,1.17,+8.3% 1mo; +5.1% analyst upside; EPS +17%; Rev +13%
21,WFC,47.12339208327916,87.0762486152418,33.85868890077702,20.032156330928274,Financial Services,0.917,11.0,60.2,0.78,+7.3% 1mo; +12.5% analyst upside; EPS +15%; Rev +6%
22,ISRG,45.913122243613756,66.15449844215736,56.95917294932934,24.503926748405476,Healthcare,1.46,34.9,55.6,1.04,-1.7% 1mo; +36.9% analyst upside; EPS +19%; Rev +23%
23,TXN,45.58257267423704,87.96246599600073,11.709990667862924,27.137250300222878,Technology,1.31,32.2,52.2,1.2,+6.1% 1mo; -3.4% analyst upside; EPS +31%; Rev +19%
24,KO,45.478481705765134,79.25801344757413,34.34675137927751,21.72242866712158,Consumer Defensive,0.349,23.7,61.2,1.22,+4.6% 1mo; +4.0% analyst upside; EPS +18%; Rev +12%
25,CRM,44.80741059065877,40.694549170431806,76.17080467848177,33.20924635644427,Technology,1.178,10.5,58.9,0.87,-10.8% 1mo; +51.7% analyst upside; EPS +52%; Rev +13%
26,LIN,44.62623015246045,75.83688979384512,35.432801070739636,19.17809827808456,Basic Materials,0.723,26.7,55.4,1.05,+4.7% 1mo; +4.1% analyst upside; EPS +13%; Rev +8%
27,HD,44.262643917174735,84.69911203957855,28.831484908685223,13.17785900502138,Consumer Cyclical,0.951,21.0,57.2,0.96,+9.4% 1mo; +9.3% analyst upside; EPS -4%; Rev +5%
28,MRK,43.80992764463777,78.7756392607805,29.452199116702598,15.041459766692542,Healthcare,0.205,13.0,64.2,1.01,+5.4% 1mo; +5.3% analyst upside; Rev +5%
29,CSCO,43.5261886737294,63.42729516347192,31.26619671532658,27.319538084508316,Technology,1.007,24.8,52.3,1.09,-4.3% 1mo; +7.5% analyst upside; EPS +37%; Rev +12%
30,ABT,43.48375029893932,79.82222186148672,50.14112141690201,9.666054440599693,Healthcare,0.607,15.6,67.4,0.89,+4.3% 1mo; +23.3% analyst upside; EPS -20%; Rev +8%
31,ABBV,43.135903168416256,93.02952993598717,34.57176745727185,2.958120361996891,Healthcare,0.283,15.4,71.4,1.69,+12.0% 1mo; +3.4% analyst upside; EPS -46%; Rev +12%
32,MSFT,42.90900352463474,52.97666424510004,80.27454843978248,25.056045714673342,Technology,1.13,19.9,52.8,1.38,-6.6% 1mo; +45.7% analyst upside; EPS +23%; Rev +18%
33,CAT,42.39603158692331,65.0954345266233,19.958774716340535,27.776509320602365,Industrials,1.565,30.9,48.1,1.46,+2.5% 1mo; +2.1% analyst upside; EPS +30%; Rev +22%
34,GS,42.20500702587066,77.09598586734096,0.0,24.545506072584494,Financial Services,1.292,15.8,39.4,0.95,+1.0% 1mo; -4.4% analyst upside; EPS +24%; Rev +14%
35,WMT,42.05199781443223,56.85228730597744,56.56771397701694,20.584275108417255,Consumer Defensive,0.603,34.2,36.1,1.16,-6.4% 1mo; +23.5% analyst upside; EPS +19%; Rev +7%
36,MCD,41.98442330794233,69.55816803343642,34.2407879813233,17.807130121856858,Consumer Cyclical,0.418,19.5,43.8,1.2,-0.5% 1mo; +19.3% analyst upside; EPS +7%; Rev +9%
37,INTU,41.59361466613446,47.62785558543794,99.10429713123945,20.114222165505584,Technology,0.996,10.0,52.7,1.08,-10.5% 1mo; +78.0% analyst upside; EPS +11%; Rev +10%
38,COST,41.179520497336036,47.92137906817558,37.356734381706794,32.029304817011585,Consumer Defensive,0.872,40.4,33.3,1.38,-6.3% 1mo; +18.6% analyst upside; EPS +46%; Rev +22%
39,PM,40.975712621810736,75.87640286989837,35.81642549430117,12.860609419932286,Consumer Defensive,0.405,19.9,54.1,1.05,+3.8% 1mo; +7.6% analyst upside; EPS -9%; Rev +9%
40,UNH,40.81959206700337,85.77243777029638,31.328312137497022,13.961591952245467,Healthcare,0.633,20.6,68.7,0.8,+6.8% 1mo; -3.2% analyst upside; EPS +1%; Rev +2%
41,JNJ,40.32383343303297,94.94064425777195,24.425896313565882,0.0,Healthcare,0.235,20.3,68.0,1.06,+11.6% 1mo; -0.4% analyst upside; EPS -53%; Rev +10%
42,PG,39.52931331471444,68.87890234165933,29.175648530359037,16.893147315891103,Consumer Defensive,0.38,20.8,43.8,1.13,+1.2% 1mo; +11.3% analyst upside; EPS +6%; Rev +7%
43,AMGN,39.24103022615414,79.04365049461346,9.163320588295743,16.36096864409667,Healthcare,0.403,15.5,69.6,0.86,+5.2% 1mo; -2.4% analyst upside; EPS +4%; Rev +6%
44,PEP,38.45995093662917,57.05941013432877,23.3841495102477,24.096300026812084,Consumer Defensive,0.368,15.2,44.3,1.31,-2.0% 1mo; +19.6% analyst upside; EPS +28%; Rev +8%
45,TSLA,37.259641058807766,63.2292024643187,19.2287653673584,19.058320395311146,Consumer Cyclical,1.802,158.8,52.7,0.86,-0.6% 1mo; +4.3% analyst upside; EPS +8%; Rev +16%
46,UPS,35.380829761354384,76.10531322459322,17.358699344540867,5.115188985830041,Industrials,1.03,13.8,65.7,0.75,+2.8% 1mo; +2.6% analyst upside; EPS -27%; Rev -2%
47,CVX,31.29566192289969,55.43495084034087,53.411707680873654,0.9530215623127318,Energy,0.488,13.9,44.6,1.06,-8.0% 1mo; +24.4% analyst upside; EPS -44%; Rev +2%
48,ORCL,30.044455461944757,0.0,100.0,25.683925900229017,Technology,1.712,13.2,14.4,1.3,-31.9% 1mo; +74.6% analyst upside; EPS +22%; Rev +21%
49,ACN,29.915729023090872,31.48477586962035,41.809793101077645,18.452607426356256,Technology,1.122,9.5,38.2,1.52,-20.3% 1mo; +28.9% analyst upside; EPS +9%; Rev +6%
50,XOM,25.414164533915752,45.328697673369135,33.61019350911354,1.4561592188834742,Energy,0.162,12.9,42.5,0.95,-9.4% 1mo; +23.3% analyst upside; EPS -43%; Rev +3%
