rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
23,ACN,34.7045698277759,23.148648973740745,56.05200330536745,30.2356177541893,Technology,1.236,13.0,52.9,0.78,-1.8% 1mo; +29.1% analyst upside; EPS +4%; Rev +8%
24,CRM,34.69515231170774,8.061810709305375,90.4822742786999,35.517218777625814,Technology,1.288,11.9,46.5,1.03,-10.2% 1mo; +51.4% analyst upside; EPS +18%; Rev +12%
25,PEP,34.62646572406698,20.188184313845063,6.201205523669738,48.16996351164002,Consumer Defensive,0.41,16.9,57.0,0.72,-1.8% 1mo; +9.6% analyst upside; EPS +68%; Rev +6%
26,CSCO,34.32100429730111,31.768728135248676,33.02607185456395,38.31690340135534,Technology,0.819,18.2,53.3,0.71,+5.0% 1mo; +8.1% analyst upside; EPS +31%; Rev +10%
27,JPM,34.18374401193607,36.72442456134276,24.06594064718926,35.33617997159267,Financial Services,1.043,13.0,60.9,0.81,+7.5% 1mo; +10.3% analyst upside; EPS +17%; Rev +13%
28,TXN,34.17013554525432,49.84138920854445,6.41561553631767,27.881083981072084,Technology,0.994,27.3,70.0,0.67,+11.4% 1mo; +3.1% analyst upside; EPS -3%; Rev +10%
29,UPS,32.618027177061165,40.54226312573112,15.434040933428491,27.404967728557107,Industrials,1.098,13.0,67.0,0.71,+6.3% 1mo; +8.8% analyst upside; EPS +5%; Rev -3%
30,WFC,32.12048815870313,28.500113737615496,50.16105160023029,33.27106230063957,Financial Services,1.0,10.2,50.1,0.89,+6.0% 1mo; +20.9% analyst upside; EPS +15%; Rev +6%
31,COST,31.876174970204712,16.425109109759397,30.047571746755064,45.07699106863452,Consumer Defensive,0.978,43.8,53.7,0.94,-1.7% 1mo; +8.6% analyst upside; EPS +46%; Rev +22%
32,CAT,30.728317646202363,41.33333022707958,9.161789780107057,27.40967517378632,Industrials,1.519,27.7,61.2,0.75,+10.1% 1mo; -2.1% analyst upside; EPS -11%; Rev +18%
33,NEE,29.417765547025994,17.09126710699758,28.790313758341828,39.51033368422793,Utilities,0.733,20.9,50.5,0.75,-1.7% 1mo; +4.5% analyst upside; EPS +26%; Rev +21%
34,ABBV,28.937389188471464,13.292471431904632,49.88172442961236,29.491601704134464,Healthcare,0.364,13.0,53.6,0.83,-5.1% 1mo; +19.5% analyst upside; Rev +10%
35,HD,26.586482754101496,22.152924337290624,41.94785355802367,21.09761583617948,Consumer Cyclical,1.085,20.8,54.5,0.85,-1.1% 1mo; +20.4% analyst upside; EPS -14%; Rev -4%
36,RTX,26.150950960707814,12.188061166872405,29.140372295290717,31.787604540367948,Industrials,0.428,26.3,55.1,0.59,-3.7% 1mo; +8.7% analyst upside; EPS +8%; Rev +12%
37,TSLA,25.882550463249252,45.089432533520814,15.437030426351237,6.650783774274194,Consumer Cyclical,1.915,141.4,52.1,1.14,-0.9% 1mo; +5.8% analyst upside; EPS -61%; Rev -3%
38,MCD,25.509584660045192,12.398634023851942,28.303968967850047,31.296463744944763,Consumer Cyclical,0.532,21.3,42.4,0.88,-6.2% 1mo; +12.5% analyst upside; EPS +8%; Rev +10%
39,LIN,25.233281005263002,23.507102694963088,37.27711899052359,24.874062156451817,Basic Materials,0.79,25.6,54.4,0.72,+0.1% 1mo; +4.3% analyst upside; EPS -9%; Rev +6%
40,KO,25.00487996112004,14.195320807050708,46.43828530838856,27.994765151163442,Consumer Defensive,0.361,21.8,50.3,0.74,-3.2% 1mo; +11.1% analyst upside; EPS +4%; Rev +2%
41,WMT,23.876212304614935,20.147462805226848,53.48978262865847,21.714260710884464,Consumer Defensive,0.661,38.0,53.9,0.66,-0.8% 1mo; +9.4% analyst upside; EPS -19%; Rev +6%
42,MRK,23.83415481729341,21.96633304905796,34.47597605169241,22.520733994924928,Healthcare,0.275,12.1,45.5,0.74,+2.1% 1mo; +10.1% analyst upside; EPS -19%; Rev +5%
43,PG,23.37196547746283,11.093398565810633,34.13007105607815,25.15866591192088,Consumer Defensive,0.403,19.8,48.5,0.69,-5.7% 1mo; +14.6% analyst upside; EPS -5%; Rev +2%
44,PM,23.209896560557816,2.094649253963266,58.374525901399906,28.30057185780881,Consumer Defensive,0.451,17.2,37.1,0.92,-9.3% 1mo; +23.9% analyst upside; Rev +7%
45,BRK-B,22.673014395586723,14.971927484890967,22.464773970241705,25.362277532448307,Financial Services,0.699,21.8,47.5,0.84,-3.7% 1mo; +10.3% analyst upside; EPS -2%; Rev -1%
46,UNH,21.67170599510188,46.89847806207783,51.10137337442492,0.0,Healthcare,0.408,15.6,78.8,0.8,+10.0% 1mo; +14.9% analyst upside; EPS -100%; Rev +12%
47,JNJ,20.307829394641505,18.759445848903205,20.480447111464727,13.211320439415445,Healthcare,0.329,18.8,47.1,0.82,-1.9% 1mo; +4.6% analyst upside; EPS -53%; Rev +10%
48,XOM,16.993809101740425,8.328615882516889,22.259738726670687,23.056223551663468,Energy,0.288,15.0,30.9,1.02,-5.2% 1mo; +10.1% analyst upside; EPS -11%; Rev -1%
49,CVX,16.62985893910694,6.490344432244501,42.28908578290887,17.29469508866955,Energy,0.587,16.8,28.6,0.99,-6.1% 1mo; +14.2% analyst upside; EPS -24%; Rev -8%
50,ABT,15.180006263213329,9.649313056760189,65.5428912412009,3.5368830367149053,Healthcare,0.782,16.6,39.4,0.8,-7.1% 1mo; +29.4% analyst upside; EPS -81%; Rev +4%
