rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
18,CAT,31.5540413881128,22.789984177510064,37.26226573977865,32.152131741266984,Industrials,1.605,25.3,42.2,0.75,+4.4% 1mo; +19.9% analyst upside; EPS +68%; Rev +24%
19,ISRG,31.23028382706669,20.04987983963895,63.074974805564054,20.827958087140047,Healthcare,1.46,30.4,42.7,0.7,+4.0% 1mo; +30.2% analyst upside; EPS +26%; Rev +18%
20,MA,31.087593916169062,26.048997245259407,59.12487245234692,18.92818432093874,Financial Services,0.735,25.7,71.4,0.87,+5.0% 1mo; +13.1% analyst upside; EPS +22%; Rev +14%
21,SPGI,30.933918255592374,23.100762538181687,67.57972204446321,17.19943197642776,Financial Services,1.072,21.5,71.4,0.78,+4.0% 1mo; +19.3% analyst upside; EPS +18%; Rev +10%
22,TSLA,30.767630741443323,48.53159099239559,25.77083319702852,14.783496803053445,Consumer Cyclical,1.827,164.4,63.6,0.85,+18.9% 1mo; +9.9% analyst upside; EPS -3%; Rev +26%
23,CSCO,30.023761903192636,18.017176676106686,51.49674809210031,27.04777841080446,Technology,1.002,20.0,33.5,0.74,-0.3% 1mo; +22.8% analyst upside; EPS +52%; Rev +18%
24,JPM,29.854332693293934,20.865560449089763,25.79948864216287,28.831627010001892,Financial Services,0.977,14.2,45.1,0.68,+2.8% 1mo; +5.7% analyst upside; EPS +47%; Rev +30%
25,MRK,29.31986152224172,37.20737226214814,31.08096394964379,12.070897507710896,Healthcare,0.211,15.7,72.0,1.25,+14.7% 1mo; -0.5% analyst upside; Rev +5%
26,TMO,28.438160197288497,30.573241173281986,36.561034229861114,15.174615264417895,Healthcare,0.847,22.9,71.9,0.82,+9.4% 1mo; +0.1% analyst upside; EPS +9%; Rev +10%
27,NFLX,28.405540616868223,27.45694806903985,47.24831717645424,16.261029860430266,Communication Services,1.514,20.9,64.0,0.65,+8.4% 1mo; +17.3% analyst upside; EPS +11%; Rev +13%
28,TXN,28.20864149087911,16.02922528498891,42.99975175885925,27.94697442410474,Technology,1.325,25.0,32.3,0.69,-1.3% 1mo; +21.8% analyst upside; EPS +52%; Rev +23%
29,BAC,28.1370392505424,14.732317419328497,52.22814923251465,23.112471545613666,Financial Services,1.168,11.6,37.9,0.87,+0.2% 1mo; +12.4% analyst upside; EPS +34%; Rev +17%
30,UNH,27.40061049599988,8.984030793581546,61.43500677131163,25.812324117065792,Healthcare,0.632,17.6,40.6,0.73,-6.1% 1mo; +20.3% analyst upside; EPS +62%; Rev +0%
31,WFC,27.27040414682564,20.45552046530315,43.13592637013477,19.472098241397358,Financial Services,0.92,10.8,38.9,0.74,+1.9% 1mo; +18.0% analyst upside; EPS +25%; Rev +10%
32,V,27.269055629229836,23.88411475284328,54.34051941835135,16.12927143404902,Financial Services,0.759,25.3,68.1,0.97,+3.2% 1mo; +10.1% analyst upside; EPS +10%; Rev +14%
33,RTX,26.477799884692065,14.730969215195511,38.28482158902962,20.576975936339675,Industrials,0.294,27.0,34.2,0.92,-1.1% 1mo; +10.7% analyst upside; EPS +29%; Rev +14%
34,COST,26.129568764981137,9.28935474109704,38.66834868140207,25.91566804870974,Consumer Defensive,0.86,41.2,45.6,0.81,-4.0% 1mo; +15.3% analyst upside; EPS +46%; Rev +22%
35,META,25.800569576296276,16.41441377667058,75.80407591969521,13.629991679452983,Communication Services,1.243,16.4,42.1,0.91,-2.5% 1mo; +32.2% analyst upside; EPS -13%; Rev +28%
36,LLY,25.767027588284307,7.012607351372704,49.35808091559465,27.03041862586683,Healthcare,0.506,24.9,48.8,0.89,-2.7% 1mo; +11.8% analyst upside; EPS +26%; Rev +48%
37,ACN,25.363550440113148,33.53765971032542,16.704062766555257,14.565232107016676,Technology,1.074,12.8,62.5,0.62,+8.2% 1mo; -1.7% analyst upside; EPS +9%; Rev +6%
38,NEE,24.71431541672036,5.987034812502009,42.00069621657336,26.25549165570516,Utilities,0.653,19.0,39.2,0.91,-5.6% 1mo; +17.9% analyst upside; EPS +53%; Rev +12%
39,INTU,24.47792894089502,20.052520479774564,47.352764161554525,13.92907131304322,Technology,0.959,12.6,59.4,1.0,+4.5% 1mo; +23.2% analyst upside; EPS -1%; Rev +14%
40,KO,23.855891274073485,14.372465151365999,43.24723015588863,16.12135686156579,Consumer Defensive,0.342,25.3,59.6,0.78,-0.0% 1mo; +6.3% analyst upside; EPS +17%; Rev +7%
41,JNJ,22.965948500520486,16.329105986597686,32.9332194572532,11.906425523274109,Healthcare,0.231,21.6,59.3,0.8,+0.6% 1mo; +2.5% analyst upside; EPS -1%; Rev +7%
42,LIN,22.885952862674163,9.162986284180695,48.808292498876085,15.330112354142042,Basic Materials,0.726,24.8,45.9,0.88,-5.1% 1mo; +12.8% analyst upside; EPS +11%; Rev +9%
43,HD,21.547340985127605,9.600042084666164,37.84677208569266,13.081212472367332,Consumer Cyclical,0.959,20.5,25.4,0.95,-2.9% 1mo; +14.9% analyst upside; EPS +5%; Rev +6%
44,AAPL,21.109379521190682,7.426972261338255,24.950492315372006,20.876777334927475,Technology,1.086,33.0,51.9,0.69,-6.9% 1mo; +3.1% analyst upside; EPS +29%; Rev +16%
45,MCD,20.522127652423173,5.729201543044382,42.66454203221747,12.99891647721744,Consumer Cyclical,0.419,18.6,28.5,0.89,-4.2% 1mo; +21.3% analyst upside; EPS +6%; Rev +4%
46,WMT,20.372748711071594,0.0,64.8727507681446,9.555377032153348,Consumer Defensive,0.605,31.8,31.9,1.36,-9.9% 1mo; +24.7% analyst upside; EPS -9%; Rev +6%
47,ABT,20.041554225437913,18.12108729999697,43.714441731856766,2.134570070114503,Healthcare,0.581,18.4,61.6,0.67,+3.3% 1mo; +7.7% analyst upside; EPS -48%; Rev +13%
48,PM,19.506825840831212,8.967928288900003,41.11006433768295,11.143724907253047,Consumer Defensive,0.4,20.8,51.4,0.95,-4.0% 1mo; +7.0% analyst upside; EPS -8%; Rev +10%
49,PG,17.600972998675207,12.837240639266609,30.871268854815327,7.387838312768287,Consumer Defensive,0.377,19.3,41.0,1.12,-2.0% 1mo; +12.2% analyst upside; EPS -16%; Rev +2%
50,UPS,17.21568871327819,23.156506108821173,25.966882005486376,0.0,Industrials,1.038,13.1,64.1,0.85,+2.7% 1mo; +9.8% analyst upside; EPS -53%; Rev +8%
