rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
20,CAT,42.65894862677544,82.33947978640857,5.058936919842854,27.351585454197174,Industrials,1.519,28.5,72.9,0.79,+11.7% 1mo; -5.6% analyst upside; EPS -11%; Rev +18%
21,INTU,42.55893846553531,0.0,96.01869437030788,45.84443384814316,Technology,1.213,13.3,15.4,0.89,-20.1% 1mo; +72.0% analyst upside; EPS +48%; Rev +17%
22,UNH,42.374262087816376,72.56734720056495,44.491077358634655,0.0,Healthcare,0.408,15.1,68.9,0.88,+6.7% 1mo; +18.6% analyst upside; EPS -100%; Rev +12%
23,CRM,41.85287504069406,13.498598158836636,85.91793846909127,35.59351412144008,Technology,1.288,11.1,22.2,0.98,-14.8% 1mo; +65.9% analyst upside; EPS +18%; Rev +12%
24,JPM,41.50461633863004,71.71278350198456,16.34882997471204,26.382846484742036,Financial Services,1.043,13.3,73.7,0.82,+8.3% 1mo; +7.7% analyst upside; EPS -4%; Rev +2%
25,AAPL,41.47373995252755,53.7592865475798,30.93094093891682,35.63581017273529,Technology,1.109,28.0,67.5,0.85,-0.1% 1mo; +13.8% analyst upside; EPS +18%; Rev +16%
26,WMT,41.429674163496244,56.53323824083297,41.053814185896705,21.66744870464682,Consumer Defensive,0.661,38.6,67.0,0.54,+2.9% 1mo; +7.3% analyst upside; EPS -19%; Rev +6%
27,PM,41.21801536632225,48.38677955237063,44.634325079222776,28.243353405357198,Consumer Defensive,0.451,17.5,45.0,0.86,-3.0% 1mo; +21.6% analyst upside; Rev +7%
28,NEE,40.92204489479399,57.31215393613748,20.546499881595373,39.44411118620129,Utilities,0.733,21.5,81.8,0.81,+2.6% 1mo; +1.1% analyst upside; EPS +26%; Rev +21%
29,ISRG,40.842899957432664,36.92732355947739,51.16227068049658,35.74429776497578,Healthcare,1.679,39.4,30.9,0.9,-8.6% 1mo; +33.0% analyst upside; EPS +17%; Rev +19%
30,TXN,40.75398985997698,75.8074592964496,6.923213278215551,27.846807193108265,Technology,0.994,27.2,76.7,0.71,+8.1% 1mo; +3.8% analyst upside; EPS -3%; Rev +10%
31,GS,40.64807637337968,74.70979680121637,0.0,35.880525509643775,Financial Services,1.311,13.9,76.2,0.77,+10.2% 1mo; +2.9% analyst upside; EPS +17%; Rev +15%
32,COST,40.22897361207162,49.44061829480895,23.144468725677996,45.03128558814881,Consumer Defensive,0.978,44.4,61.1,0.9,+0.6% 1mo; +7.0% analyst upside; EPS +46%; Rev +22%
33,KO,40.10258797119312,53.36263887415964,34.59337032854873,27.931737743215475,Consumer Defensive,0.361,22.4,64.8,0.81,+0.5% 1mo; +8.0% analyst upside; EPS +4%; Rev +2%
34,LIN,39.98628894601663,59.764425779612594,28.774661089375513,24.82706769119644,Basic Materials,0.79,25.8,60.5,0.77,+4.5% 1mo; +2.6% analyst upside; EPS -9%; Rev +6%
35,MRK,38.449759326836165,60.732534708430386,24.749526040911658,22.439625437301714,Healthcare,0.275,12.4,70.2,0.76,+5.3% 1mo; +6.5% analyst upside; EPS -19%; Rev +5%
36,HD,37.174465778145226,51.29051088986224,34.46442733449306,21.063110739508033,Consumer Cyclical,1.085,20.7,61.1,0.94,-3.2% 1mo; +21.0% analyst upside; EPS -14%; Rev -4%
37,RTX,36.24656065195981,49.793799673623504,22.69327710058821,31.736858841113147,Industrials,0.428,26.8,55.3,0.64,-2.8% 1mo; +7.3% analyst upside; EPS +8%; Rev +12%
38,JNJ,35.82081392788239,46.40202781691794,14.252018480770817,43.28132418961324,Healthcare,0.329,18.9,56.9,0.79,-1.9% 1mo; +1.4% analyst upside; EPS +49%; Rev +9%
39,UPS,35.67629324819289,57.30837629959829,15.11773723223982,27.392071862272104,Industrials,1.098,12.8,68.1,0.78,+0.9% 1mo; +10.8% analyst upside; EPS +5%; Rev -3%
40,AMGN,35.53352968101751,40.451093143446734,2.135828003826421,62.37448007496964,Healthcare,0.465,15.1,53.1,0.92,-7.0% 1mo; +0.2% analyst upside; EPS +112%; Rev +9%
41,PEP,35.40244869579993,48.818325172893104,4.804957201098656,48.11210488771031,Consumer Defensive,0.41,17.2,65.8,0.79,-1.9% 1mo; +8.3% analyst upside; EPS +68%; Rev +6%
42,ABBV,35.315574088454476,35.88586697904428,40.4150247083096,29.45573294781294,Healthcare,0.364,12.9,53.8,0.85,-8.7% 1mo; +19.8% analyst upside; Rev +10%
43,ACN,34.838295384974515,22.8501447807112,55.346889933519094,30.31390164211436,Technology,1.236,12.0,29.9,0.78,-10.1% 1mo; +40.4% analyst upside; EPS +4%; Rev +8%
44,PG,33.242619076205166,44.05099708855405,26.96042281585729,25.113644653421197,Consumer Defensive,0.403,19.9,52.8,0.79,-5.3% 1mo; +13.6% analyst upside; EPS -5%; Rev +2%
45,MCD,32.7830363352112,40.85574769450869,23.542975523079352,31.25948200161307,Consumer Cyclical,0.532,21.3,45.5,0.9,-6.0% 1mo; +12.8% analyst upside; EPS +8%; Rev +10%
46,BRK-B,31.798050438342926,47.372222934416754,17.517779726205553,25.312757822381858,Financial Services,0.699,22.1,48.7,0.83,-2.8% 1mo; +9.0% analyst upside; EPS -2%; Rev -1%
47,ABT,30.435208548547845,33.05248619613106,53.86762939560318,3.513084171381554,Healthcare,0.782,16.4,29.7,0.8,-9.0% 1mo; +31.0% analyst upside; EPS -81%; Rev +4%
48,CVX,30.366720230436872,43.49062055088371,26.05001792280276,17.18488877747521,Energy,0.587,17.9,34.9,1.06,-1.7% 1mo; +8.0% analyst upside; EPS -24%; Rev -8%
49,XOM,30.321952269503797,47.025928429873645,15.396329953755572,22.97560637142555,Energy,0.288,15.5,41.4,1.18,+0.6% 1mo; +6.7% analyst upside; EPS -11%; Rev -1%
50,TSLA,19.912348786983763,25.508259228483986,25.736996146658708,6.626487505308528,Consumer Cyclical,1.915,127.7,42.0,1.12,-14.4% 1mo; +19.3% analyst upside; EPS -61%; Rev -3%
