rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
14,LLY,44.93195291049943,61.33295342925158,36.330627083232876,26.967621178131473,Healthcare,0.506,27.1,69.3,0.86,+9.1% 1mo; +2.4% analyst upside; EPS +26%; Rev +48%
15,PEP,44.59133083769498,50.107905707344926,11.900473334212133,45.387756809498384,Consumer Defensive,0.361,15.9,58.7,0.69,+5.6% 1mo; +8.7% analyst upside; EPS +137%; Rev +6%
16,NFLX,43.9930503858646,78.46711599454487,42.58617609923732,16.236290447250074,Communication Services,1.514,21.0,68.0,0.68,+16.8% 1mo; +16.4% analyst upside; EPS +11%; Rev +13%
17,ORCL,43.522997714737656,53.48118627091849,100.0,20.791349850119328,Technology,1.718,13.2,63.8,0.77,+13.2% 1mo; +71.4% analyst upside; EPS +22%; Rev +21%
18,BRK-B,42.20700622037107,35.98498266530825,25.23509344371999,38.81110903532616,Financial Services,0.607,22.7,42.2,0.91,+2.0% 1mo; +9.6% analyst upside; EPS +108%; Rev +10%
19,ISRG,42.1808400340492,61.03723611504126,48.41894461632415,20.77100313780775,Healthcare,1.46,32.9,76.7,0.84,+13.6% 1mo; +20.2% analyst upside; EPS +26%; Rev +18%
20,TMO,42.00981521421393,72.73910094570716,36.36246018348675,15.1705563293593,Healthcare,0.847,22.3,68.4,0.72,+17.2% 1mo; +2.9% analyst upside; EPS +9%; Rev +10%
21,BLK,40.97186127570569,57.102555908375926,51.63704472316315,22.0394178992301,Financial Services,1.425,18.1,68.2,0.63,+11.6% 1mo; +13.4% analyst upside; EPS +20%; Rev +31%
22,RTX,40.23021613358789,59.21093099453822,30.58771150158651,20.53711780647159,Industrials,0.294,28.0,62.2,0.86,+14.2% 1mo; +5.4% analyst upside; EPS +29%; Rev +14%
23,MA,38.87146537788785,50.19502757054736,56.80570802991704,18.92664429516669,Financial Services,0.735,24.9,46.9,0.79,+6.6% 1mo; +16.3% analyst upside; EPS +22%; Rev +14%
24,KO,38.051042317375796,60.42679909209485,38.42816450690727,16.090985411356463,Consumer Defensive,0.342,25.6,61.2,0.71,+10.2% 1mo; +4.8% analyst upside; EPS +17%; Rev +7%
25,AVGO,37.325285819468526,4.993060879446886,82.73215695170512,41.559379535422174,Technology,1.473,18.6,38.3,0.72,-6.2% 1mo; +45.6% analyst upside; EPS +85%; Rev +48%
26,SPGI,36.30561029530044,39.080865256772476,63.18129013680257,17.19273790747157,Financial Services,1.072,21.1,58.5,0.74,-1.1% 1mo; +21.2% analyst upside; EPS +18%; Rev +10%
27,COST,36.0366018547111,41.46797071799732,33.29235788673087,25.891779875965277,Consumer Defensive,0.86,42.2,51.8,0.65,+3.2% 1mo; +12.6% analyst upside; EPS +46%; Rev +22%
28,AMD,35.703718699579326,1.047524043041073,63.34997872216306,59.60333666339862,Technology,2.489,30.2,45.4,0.73,-14.3% 1mo; +31.4% analyst upside; EPS +160%; Rev +50%
29,JNJ,35.602608665199035,58.32587090835602,28.023756604207673,11.86225559830415,Healthcare,0.231,22.2,79.2,0.78,+9.1% 1mo; -0.3% analyst upside; EPS -1%; Rev +7%
30,JPM,35.45896853674776,37.83384793528695,23.438542243977384,28.809170422517393,Financial Services,0.977,14.3,59.8,0.57,+3.5% 1mo; +4.8% analyst upside; EPS +47%; Rev +30%
31,ABT,35.31025335612259,67.83299891541995,37.17312522699796,2.082918448438745,Healthcare,0.581,18.9,81.0,0.61,+14.8% 1mo; +4.3% analyst upside; EPS -48%; Rev +13%
32,WMT,35.21290021834551,39.39224144472276,55.45910494014697,16.6654528201209,Consumer Defensive,0.605,34.8,65.5,0.88,+3.5% 1mo; +20.7% analyst upside; EPS +19%; Rev +7%
33,BAC,34.776316074359755,36.85298987038222,44.59069575709046,23.05391774009034,Financial Services,1.168,11.9,60.7,0.72,+3.2% 1mo; +8.9% analyst upside; EPS +34%; Rev +17%
34,GS,34.66699778015027,20.691386121510725,13.934765591951184,42.36491475946656,Financial Services,1.288,13.8,48.9,0.82,-5.9% 1mo; +11.7% analyst upside; EPS +92%; Rev +42%
35,V,34.21265489376643,42.69522494158902,54.596043594018305,16.12958678681516,Financial Services,0.759,24.4,49.9,0.84,+2.9% 1mo; +13.9% analyst upside; EPS +10%; Rev +14%
36,NEE,32.667439040051995,30.48343352321646,35.78487838980385,26.222645074275963,Utilities,0.653,19.5,34.6,0.84,-2.3% 1mo; +14.7% analyst upside; EPS +53%; Rev +12%
37,AAPL,31.391445371586578,35.94094659946167,25.6217763733943,20.8548865510969,Technology,1.086,33.2,37.6,0.73,-3.2% 1mo; +2.8% analyst upside; EPS +29%; Rev +16%
38,HD,31.090327987259844,44.02942063759283,29.529663057136773,10.685184655439471,Consumer Cyclical,0.959,21.5,58.5,0.83,+3.8% 1mo; +8.8% analyst upside; EPS -4%; Rev +5%
39,CSCO,30.806470373347356,19.21472568105337,44.28711078460506,27.0364682419492,Technology,1.002,19.9,45.3,1.05,-1.5% 1mo; +23.1% analyst upside; EPS +52%; Rev +18%
40,PM,29.653929097167527,40.07098213865714,38.17139576907048,11.120679693973033,Consumer Defensive,0.4,20.7,46.4,0.9,+1.0% 1mo; +7.3% analyst upside; EPS -8%; Rev +10%
41,MCD,29.520863521777425,34.21188267199443,36.48526546666043,12.953716287561534,Consumer Cyclical,0.419,19.1,48.6,0.87,+1.3% 1mo; +18.2% analyst upside; EPS +6%; Rev +4%
42,WFC,29.412494729277423,27.02157613352182,38.49717960281122,19.43664833410031,Financial Services,0.92,10.9,54.3,0.73,-1.5% 1mo; +16.6% analyst upside; EPS +25%; Rev +10%
43,LIN,29.22969449806947,26.75072823817322,45.643048916397376,15.313084548892956,Basic Materials,0.726,24.6,32.9,0.84,-4.7% 1mo; +13.7% analyst upside; EPS +11%; Rev +9%
44,CAT,29.034933356059454,11.723948119346673,34.57604341086176,32.140604364455804,Industrials,1.605,25.3,51.6,0.78,-8.3% 1mo; +20.0% analyst upside; EPS +68%; Rev +24%
45,TXN,27.35781440969157,15.20230772291778,35.77717669382526,27.917402573136414,Technology,1.325,25.7,43.5,0.66,-7.7% 1mo; +21.3% analyst upside; EPS +52%; Rev +23%
46,TSLA,26.725167244253033,32.43488908953825,27.279507730740875,14.762437256179359,Consumer Cyclical,1.827,161.4,76.6,0.74,-7.3% 1mo; +12.6% analyst upside; EPS -3%; Rev +26%
47,UNH,26.279772634200018,8.39247001809682,55.57414884423143,25.811128742124044,Healthcare,0.632,17.3,25.4,0.69,-10.9% 1mo; +22.3% analyst upside; EPS +62%; Rev +0%
48,PG,24.105445795260046,32.286648154613864,27.873094974241493,7.353357893550115,Consumer Defensive,0.377,19.5,51.6,0.96,-1.8% 1mo; +11.2% analyst upside; EPS -16%; Rev +2%
49,META,22.522407525228413,0.0,74.17965767652626,13.645156979819639,Communication Services,1.243,15.7,52.3,0.79,-15.2% 1mo; +38.1% analyst upside; EPS -13%; Rev +28%
50,UPS,16.509340340644563,16.97147586361028,27.180259129730654,0.0,Industrials,1.038,12.7,47.9,0.94,-10.2% 1mo; +12.9% analyst upside; EPS -53%; Rev +8%
