rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
19,UNH,44.90002088872157,77.77914187063448,45.96121380155927,0.0,Healthcare,0.408,15.5,77.6,0.85,+13.0% 1mo; +15.3% analyst upside; EPS -100%; Rev +12%
20,INTU,43.73855345030649,0.0,100.0,45.7951781676883,Technology,1.213,14.0,24.1,0.91,-14.8% 1mo; +63.4% analyst upside; EPS +48%; Rev +17%
21,CSCO,41.43137161193366,52.946537697217224,29.208361717105696,38.30082672638354,Technology,0.819,18.2,61.6,0.78,+6.5% 1mo; +8.1% analyst upside; EPS +31%; Rev +10%
22,CRM,40.945765296528336,8.636503098673678,89.428618415587,35.54192844127588,Technology,1.288,11.6,32.2,0.99,-13.1% 1mo; +58.4% analyst upside; EPS +18%; Rev +12%
23,ISRG,40.081094961742,32.41134585086887,54.628702878129296,35.759819193185535,Healthcare,1.679,40.2,38.0,0.89,-4.2% 1mo; +30.6% analyst upside; EPS +17%; Rev +19%
24,TXN,39.967597227932814,75.34047596774366,4.904477176007573,27.866878960110263,Technology,0.994,27.4,76.9,0.7,+14.0% 1mo; +2.9% analyst upside; EPS -3%; Rev +10%
25,ACN,39.69465180299223,37.30733459025101,52.33327051579963,30.239122707173127,Technology,1.236,12.9,44.6,0.81,-1.3% 1mo; +31.3% analyst upside; EPS +4%; Rev +8%
26,JPM,39.63752512303975,67.71310990292726,15.448427450054227,26.392509756175258,Financial Services,1.043,13.4,73.9,0.83,+11.5% 1mo; +6.4% analyst upside; EPS -4%; Rev +2%
27,CAT,38.90558441870826,74.01362719071986,3.623251963985218,27.377193177415837,Industrials,1.519,28.5,70.5,0.78,+13.0% 1mo; -5.8% analyst upside; EPS -11%; Rev +18%
28,AAPL,36.96582708945683,39.8950385590059,34.36277812020723,35.66326076597435,Technology,1.109,27.8,61.5,0.82,+1.3% 1mo; +14.3% analyst upside; EPS +18%; Rev +16%
29,GS,36.65364464939534,64.68840702485038,0.0,35.92760613151728,Financial Services,1.311,13.7,66.6,0.85,+13.1% 1mo; +4.8% analyst upside; EPS +17%; Rev +15%
30,LIN,35.598979444253274,47.84567883419596,30.0228766890805,24.846149679502464,Basic Materials,0.79,26.1,73.1,0.78,+3.8% 1mo; +1.5% analyst upside; EPS -9%; Rev +6%
31,PM,35.46870765302168,31.627186956769464,47.807045561181894,28.252397339864437,Consumer Defensive,0.451,17.7,49.2,0.9,-4.5% 1mo; +19.9% analyst upside; Rev +7%
32,HD,35.17375152906866,44.81276408267771,36.41435723314698,21.08112908684494,Consumer Cyclical,1.085,20.9,57.5,0.94,+0.7% 1mo; +19.7% analyst upside; EPS -14%; Rev -4%
33,WMT,34.231301970386944,33.38455332023261,47.88751267749235,21.704089463487307,Consumer Defensive,0.661,37.9,58.3,0.54,-0.4% 1mo; +9.5% analyst upside; EPS -19%; Rev +6%
34,KO,33.706981482611965,33.57989148769949,39.61380415161679,27.969612140157118,Consumer Defensive,0.361,22.1,56.6,0.78,-0.9% 1mo; +9.5% analyst upside; EPS +4%; Rev +2%
35,NEE,33.67998736872971,36.729117911624805,23.81053802111353,39.483929325819105,Utilities,0.733,21.1,62.5,0.8,+0.6% 1mo; +3.1% analyst upside; EPS +26%; Rev +21%
36,UPS,33.419728118900935,51.700518791072234,15.051086540419382,27.413982134487437,Industrials,1.098,12.8,64.9,0.75,+4.2% 1mo; +10.5% analyst upside; EPS +5%; Rev -3%
37,MRK,32.91951878527696,44.58839046191677,27.79922118977159,22.481320811929272,Healthcare,0.275,12.3,62.7,0.75,+4.4% 1mo; +7.6% analyst upside; EPS -19%; Rev +5%
38,COST,32.57946278990924,27.559589591633564,26.7917560958185,45.06033374836757,Consumer Defensive,0.978,43.7,55.9,0.93,-2.2% 1mo; +8.9% analyst upside; EPS +46%; Rev +22%
39,RTX,31.885457275522903,37.671216488918304,24.29393525812637,31.7626336750589,Industrials,0.428,26.8,61.3,0.63,-0.8% 1mo; +7.4% analyst upside; EPS +8%; Rev +12%
40,AMGN,31.054908449952762,30.286523211535954,0.7390002396162944,62.39533031151166,Healthcare,0.465,15.0,50.0,0.93,-4.9% 1mo; +0.5% analyst upside; EPS +112%; Rev +9%
41,ABBV,30.81514495655877,20.67832608807609,45.65422835132691,29.49182005310087,Healthcare,0.364,12.8,52.0,0.87,-8.4% 1mo; +20.6% analyst upside; Rev +10%
42,JNJ,30.45305821636646,32.667095097109524,14.648586487318472,43.30548077109037,Healthcare,0.329,18.9,55.5,0.8,-1.7% 1mo; +1.7% analyst upside; EPS +49%; Rev +9%
43,PEP,28.826484532384136,32.700332984711075,4.34442600006719,48.143411794931836,Consumer Defensive,0.41,17.0,61.1,0.78,-1.9% 1mo; +9.1% analyst upside; EPS +68%; Rev +6%
44,ABT,28.09160803445641,22.71357876732253,59.81271503854685,3.5412067198778123,Healthcare,0.782,16.5,33.4,0.79,-6.9% 1mo; +30.5% analyst upside; EPS -81%; Rev +4%
45,PG,28.08252681517287,28.472703642323495,30.49719903271425,25.147618828097322,Consumer Defensive,0.403,19.8,48.8,0.75,-4.6% 1mo; +14.9% analyst upside; EPS -5%; Rev +2%
46,BRK-B,26.606886716112765,33.91050498735906,18.13629991746276,25.33931581976771,Financial Services,0.699,22.1,50.3,0.8,-2.4% 1mo; +8.9% analyst upside; EPS -2%; Rev -1%
47,MCD,26.56962503818388,23.7142102335615,25.6582273088394,31.288242507024865,Consumer Cyclical,0.532,21.2,44.5,0.89,-6.0% 1mo; +13.2% analyst upside; EPS +8%; Rev +10%
48,CVX,25.607869951751475,29.644045886153403,28.620504115559676,17.213667875407374,Energy,0.587,17.9,34.6,1.05,-2.6% 1mo; +8.4% analyst upside; EPS -24%; Rev -8%
49,XOM,23.143519098372344,28.871389718469498,15.649476511616466,23.000400858332014,Energy,0.288,15.5,39.4,1.14,-0.6% 1mo; +6.6% analyst upside; EPS -11%; Rev -1%
50,TSLA,16.807827886513603,17.360941372401356,26.21871246084904,6.65945866432783,Consumer Cyclical,1.915,127.1,37.0,1.11,-10.8% 1mo; +17.8% analyst upside; EPS -61%; Rev -3%
