rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
21,SPGI,41.80866823366091,33.65900370844712,74.65688506206895,38.317710859309464,Financial Services,1.204,20.0,64.1,0.66,+3.7% 1mo; +20.8% analyst upside; EPS +32%; Rev +9%
22,COST,41.78892146668225,30.38487000559843,32.249820539290084,45.10811379317001,Consumer Defensive,0.978,44.4,51.0,0.96,+2.5% 1mo; +7.4% analyst upside; EPS +46%; Rev +22%
23,CRM,41.44712256079471,25.90017149462762,86.74353058790034,35.483240692445065,Technology,1.288,12.4,51.6,1.03,-4.3% 1mo; +44.4% analyst upside; EPS +18%; Rev +12%
24,V,40.10027878229186,31.79696114794199,77.62060912998243,35.35683334385151,Financial Services,0.799,21.5,65.6,0.74,+4.3% 1mo; +25.9% analyst upside; EPS +17%; Rev +15%
25,JPM,38.17101274947926,44.93494705637507,24.971486018172996,35.319914656923544,Financial Services,1.043,13.4,82.5,0.82,+10.2% 1mo; +7.2% analyst upside; EPS +17%; Rev +13%
26,UPS,36.08357997499113,49.827716079748456,16.049011258994376,27.391201183842895,Industrials,1.098,13.5,90.1,0.69,+10.8% 1mo; +5.2% analyst upside; EPS +5%; Rev -3%
27,NEE,35.33731600932969,23.886662920597654,32.03564767267114,39.539361338471565,Utilities,0.733,21.0,51.9,0.73,-0.1% 1mo; +3.5% analyst upside; EPS +26%; Rev +21%
28,DHR,35.11865145812714,28.288512944035933,80.87411488829285,31.2809832967813,Healthcare,0.986,21.4,65.3,0.8,+2.7% 1mo; +31.4% analyst upside; EPS +12%; Rev +5%
29,ISRG,35.00324819061552,19.942604822119357,59.721992013227634,35.803627346186026,Healthcare,1.679,40.8,57.9,1.01,-2.8% 1mo; +26.7% analyst upside; EPS +17%; Rev +19%
30,PEP,34.76075689064497,28.44907382784759,14.37976626977331,37.08833303624799,Consumer Defensive,0.41,17.2,49.5,0.81,+2.5% 1mo; +9.5% analyst upside; EPS +28%; Rev +8%
31,CAT,34.607576846910604,53.60554647855582,12.535662997135328,27.42298732998476,Industrials,1.519,28.6,81.7,0.76,+15.6% 1mo; -4.6% analyst upside; EPS -11%; Rev +18%
32,ABBV,34.46639135865884,23.148441728956605,56.23163244553573,29.552378666092334,Healthcare,0.364,12.7,41.2,0.87,+0.3% 1mo; +21.5% analyst upside; Rev +10%
33,WMT,33.43018987456849,38.16966790577368,54.06506562615937,21.73670336285652,Consumer Defensive,0.661,39.0,59.9,0.74,+5.9% 1mo; +6.6% analyst upside; EPS -19%; Rev +6%
34,ACN,32.91031720815039,17.385002602430344,59.4440591630804,30.2668416768342,Technology,1.236,13.1,48.7,0.72,-3.6% 1mo; +28.7% analyst upside; EPS +4%; Rev +8%
35,MCD,32.17908823485365,22.38285790355723,31.072882570676814,31.328306902825894,Consumer Cyclical,0.532,21.4,48.4,0.84,-0.7% 1mo; +11.9% analyst upside; EPS +8%; Rev +10%
36,HD,31.65025499893064,38.399206810928504,43.245613864096875,21.105840823497495,Consumer Cyclical,1.085,21.4,67.6,0.87,+6.4% 1mo; +16.9% analyst upside; EPS -14%; Rev -4%
37,WFC,31.27261245258522,31.657279850179183,46.079400466627064,33.27115637088281,Financial Services,1.056,10.4,63.3,1.02,+7.3% 1mo; +17.4% analyst upside; EPS +15%; Rev +6%
38,KO,30.503893610945884,22.294347775393177,50.093966171283455,28.02738141445579,Consumer Defensive,0.361,21.9,46.0,0.72,+0.0% 1mo; +10.7% analyst upside; EPS +4%; Rev +2%
39,PG,28.913190939721318,21.783084837751584,37.662773327443674,25.1887985653278,Consumer Defensive,0.403,19.9,48.6,0.73,-0.5% 1mo; +13.9% analyst upside; EPS -5%; Rev +2%
40,RTX,28.326271132016497,15.962846140743073,35.39637068838181,31.832014551343114,Industrials,0.428,26.0,65.3,0.62,-2.4% 1mo; +10.2% analyst upside; EPS +8%; Rev +12%
41,LIN,27.84473150696387,25.31170590421124,42.05219980434827,24.910072953247635,Basic Materials,0.79,25.5,49.0,0.7,+1.7% 1mo; +4.7% analyst upside; EPS -9%; Rev +6%
42,MRK,27.750074278065117,27.001020167101235,38.79626203945541,22.5547213579855,Healthcare,0.275,12.1,49.6,0.87,+3.3% 1mo; +10.1% analyst upside; EPS -19%; Rev +5%
43,PM,27.683055223703064,13.114585290637626,56.85707067526317,28.330466532241722,Consumer Defensive,0.451,17.3,37.6,0.81,-3.6% 1mo; +22.3% analyst upside; Rev +7%
44,TSLA,26.897140963920712,40.58032133571846,20.131420871430684,6.683757941038213,Consumer Cyclical,1.915,142.4,63.5,1.12,+3.1% 1mo; +5.7% analyst upside; EPS -61%; Rev -3%
45,BRK-B,25.997502126063825,18.10268603425442,27.49241686776057,25.40041694136283,Financial Services,0.699,21.7,46.7,0.92,-1.9% 1mo; +10.7% analyst upside; EPS -2%; Rev -1%
46,UNH,24.159303699047044,54.95713288431238,50.724495114730686,0.0,Healthcare,0.408,16.0,91.3,0.82,+15.1% 1mo; +11.7% analyst upside; EPS -100%; Rev +12%
47,ABT,23.017419076756767,0.0,66.26141366233372,22.803483829259186,Healthcare,0.782,15.8,35.2,1.07,-9.9% 1mo; +25.1% analyst upside; EPS -20%; Rev +8%
48,XOM,22.204657829611012,10.37463469466703,27.77610664122612,23.116423919141617,Energy,0.288,14.7,21.2,0.91,-6.1% 1mo; +10.9% analyst upside; EPS -11%; Rev -1%
49,CVX,19.701589369455355,2.3850103231306776,51.59911668284754,17.3902450312138,Energy,0.587,15.9,22.1,0.89,-8.8% 1mo; +16.1% analyst upside; EPS -24%; Rev -8%
50,JNJ,16.13107489208989,16.05708184118708,29.187548916951773,13.274307010765732,Healthcare,0.329,18.3,28.8,0.89,-2.3% 1mo; +8.1% analyst upside; EPS -53%; Rev +10%
