rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
15,TMO,41.924811811325206,39.17165798634426,70.81286637707062,31.101411655453642,Healthcare,0.972,19.0,61.6,0.74,+9.2% 1mo; +25.6% analyst upside; EPS +9%; Rev +7%
16,MA,40.94474709990423,31.656702145390557,73.73107373312712,38.108181727478865,Financial Services,0.831,22.9,60.1,0.81,+2.5% 1mo; +26.3% analyst upside; EPS +24%; Rev +18%
17,SPGI,40.55573387513439,30.346376003309043,71.97806168259838,38.31740121834923,Financial Services,1.204,19.8,62.4,0.65,+0.9% 1mo; +22.3% analyst upside; EPS +32%; Rev +9%
18,CRM,39.031652036536045,22.666290135433005,86.26730728514369,35.5117665416111,Technology,1.288,12.1,46.5,1.03,-7.0% 1mo; +48.4% analyst upside; EPS +18%; Rev +12%
19,V,38.79157898544763,30.54121568395897,72.26067411989295,35.33698760136495,Financial Services,0.799,21.7,59.7,0.71,+2.2% 1mo; +24.9% analyst upside; EPS +17%; Rev +15%
20,PEP,37.67894860943683,29.309021680940717,3.6476900812512274,48.172619782926304,Consumer Defensive,0.41,17.4,65.2,0.79,+1.2% 1mo; +7.5% analyst upside; EPS +68%; Rev +6%
21,DHR,36.709990923396646,24.49405185567091,77.87752848785382,31.272194505969757,Healthcare,0.986,21.3,57.1,0.77,-0.5% 1mo; +32.5% analyst upside; EPS +12%; Rev +5%
22,CSCO,36.54170399884898,38.280325882036436,29.530464810027695,38.31643674734889,Technology,0.819,18.7,58.5,0.69,+7.2% 1mo; +5.4% analyst upside; EPS +31%; Rev +10%
23,ACN,35.86178557128007,27.441575202970004,55.40192223658282,30.2573018843022,Technology,1.236,13.0,49.3,0.78,-1.5% 1mo; +29.1% analyst upside; EPS +4%; Rev +8%
24,GS,35.68686220678614,41.10999746628057,0.0,37.86744891555275,Financial Services,1.311,13.8,71.6,0.9,+11.5% 1mo; +3.3% analyst upside; EPS +24%; Rev +14%
25,AAPL,35.55527653591639,31.137652635412465,36.233243318572704,35.69174542892848,Technology,1.109,28.3,62.2,0.87,+3.6% 1mo; +12.5% analyst upside; EPS +18%; Rev +16%
26,ISRG,35.36729598591153,18.594203716062303,58.741357627108336,35.80003955108731,Healthcare,1.679,40.1,44.2,0.93,-5.1% 1mo; +29.1% analyst upside; EPS +17%; Rev +19%
27,COST,34.8974803161838,21.49282412148119,29.543866280172743,45.103730226562,Consumer Defensive,0.978,43.9,52.8,0.94,-0.9% 1mo; +8.4% analyst upside; EPS +46%; Rev +22%
28,JPM,34.62695480273496,38.105267036783545,22.15159753525407,35.33979564992092,Financial Services,1.043,13.1,67.9,0.79,+8.6% 1mo; +8.9% analyst upside; EPS +17%; Rev +13%
29,TXN,33.57339415588106,50.405967193887626,2.7203628166515235,27.88094848301113,Technology,0.994,28.2,78.4,0.69,+14.7% 1mo; -0.1% analyst upside; EPS -3%; Rev +10%
30,WFC,32.62971740482784,31.023037404549562,47.91562302732714,33.26764709904151,Financial Services,1.0,10.3,55.4,0.92,+6.6% 1mo; +19.4% analyst upside; EPS +15%; Rev +6%
31,NEE,31.912469729561224,23.125761398575477,27.703855553927546,39.52953471304406,Utilities,0.733,21.0,54.2,0.76,-0.8% 1mo; +3.9% analyst upside; EPS +26%; Rev +21%
32,UPS,31.90734285818317,39.4500916423485,13.419255766795523,27.405174017576417,Industrials,1.098,13.2,73.7,0.72,+7.5% 1mo; +7.2% analyst upside; EPS +5%; Rev -3%
33,ABBV,31.006725988904698,20.06253283922001,48.92950091455084,29.50904573352315,Healthcare,0.364,13.0,49.5,0.83,-4.1% 1mo; +19.1% analyst upside; Rev +10%
34,CAT,29.103264266964693,38.17647825062217,8.743559033028756,27.42802208322376,Industrials,1.519,27.8,66.1,0.73,+10.1% 1mo; -2.4% analyst upside; EPS -11%; Rev +18%
35,RTX,27.984927959494534,17.550281343823276,30.484796104834146,31.8191244582397,Industrials,0.428,26.0,54.5,0.59,-3.7% 1mo; +10.1% analyst upside; EPS +8%; Rev +12%
36,MCD,27.536025316392507,17.57782949323054,27.70935227628357,31.316300696622946,Consumer Cyclical,0.532,21.4,47.1,0.83,-5.9% 1mo; +12.3% analyst upside; EPS +8%; Rev +10%
37,KO,26.918798969665332,18.742489100655398,46.1362325549717,28.01700862397645,Consumer Defensive,0.361,21.8,52.6,0.72,-3.1% 1mo; +11.3% analyst upside; EPS +4%; Rev +2%
38,LIN,26.676270416437593,26.920958702053042,36.55485735842351,24.89166592087067,Basic Materials,0.79,25.6,53.0,0.7,+1.0% 1mo; +4.0% analyst upside; EPS -9%; Rev +6%
39,HD,26.357122285436102,23.512957435660333,42.214275287242366,21.120232097707227,Consumer Cyclical,1.085,20.7,56.3,0.85,-1.3% 1mo; +21.1% analyst upside; EPS -14%; Rev -4%
40,PM,25.895476602813158,11.491527475544586,57.82759550834676,28.32515662070109,Consumer Defensive,0.451,17.1,39.6,0.8,-8.8% 1mo; +24.1% analyst upside; Rev +7%
41,WMT,25.55367775118532,23.385049267706293,52.81104279307981,21.731848069824437,Consumer Defensive,0.661,38.0,56.3,0.68,-0.0% 1mo; +9.3% analyst upside; EPS -19%; Rev +6%
42,PG,24.985977434057034,16.622917343226888,34.014021130514614,25.180044068896652,Consumer Defensive,0.403,19.7,52.1,0.69,-5.5% 1mo; +14.8% analyst upside; EPS -5%; Rev +2%
43,BRK-B,24.378306433807044,19.757891789533428,21.965480125777663,25.38009860512293,Financial Services,0.699,21.8,49.8,0.86,-3.5% 1mo; +10.1% analyst upside; EPS -2%; Rev -1%
44,MRK,23.664978053133996,19.74639784425383,36.825005582769265,22.571900103647053,Healthcare,0.275,11.8,40.5,0.79,-0.4% 1mo; +12.4% analyst upside; EPS -19%; Rev +5%
45,TSLA,21.837559956963947,32.18214253322339,16.278268924838464,6.663801250994919,Consumer Cyclical,1.915,140.3,56.3,1.14,-2.6% 1mo; +6.6% analyst upside; EPS -61%; Rev -3%
46,XOM,21.33011832811993,19.7799266447649,19.524471543102226,23.050471758067452,Energy,0.288,15.3,32.4,0.92,-4.3% 1mo; +8.0% analyst upside; EPS -11%; Rev -1%
47,CVX,21.14558121913366,19.421760979519608,39.51406281950682,17.294623286838466,Energy,0.587,17.0,29.4,0.88,-5.0% 1mo; +12.3% analyst upside; EPS -24%; Rev -8%
48,JNJ,20.15956732509914,20.864835912541412,23.10751272125854,13.243813590328072,Healthcare,0.329,18.5,40.7,0.86,-1.5% 1mo; +7.1% analyst upside; EPS -53%; Rev +10%
49,UNH,19.98166020815643,42.29197085854268,49.3310325015962,0.0,Healthcare,0.408,15.7,82.1,0.8,+10.0% 1mo; +13.9% analyst upside; EPS -100%; Rev +12%
50,ABT,12.739767263395493,0.0,69.28329648862876,3.613775698374339,Healthcare,0.782,15.7,26.8,0.95,-13.2% 1mo; +33.3% analyst upside; EPS -81%; Rev +4%
